entry_type,canonical_term,alias,domain,source_system,note
field_alias,delivery.status,LIKP.SAKES,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=SAKES; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=SAP Global Trade Services: Storage Status of Delivery; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=GTS_SAKES, domain=GTS_SAKES"
field_alias,delivery.id,LIKP.PRTNR,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=PRTNR; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Confirmation number; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=PRTNR, domain=PRTNR"
field_alias,invoice.amount,LIKP._DATAAGING,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=_DATAAGING; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Data Filter Value for Data Aging; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=SD, data_element=DATA_TEMPERATURE, domain=DATA_TEMPERATURE"
field_alias,employee.id,LIKP.ITM_KZABE,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=ITM_KZABE; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Identification for the Means of Transport Inland; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=SD, data_element=KZABE, domain=KZABE"
field_alias,delivery.status,LIKP.BESTK,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=BESTK; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Delivery Confirmation Status (All Items); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=BESTK, domain=STATV"
field_alias,delivery.status,LIKP.CMPSI,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=CMPSI; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Status of Credit Check Against Financial Document; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=SD, data_element=CMPSI, domain=CMPSZ"
field_alias,delivery.status,LIKP.CMPSJ,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=CMPSJ; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Status of Credit Check Against Export Credit Insurance; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=CMPSJ, domain=CMPSZ"
field_alias,delivery.status,LIKP.CMPS_CM,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=CMPS_CM; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Status of Credit Check SAP Credit Management; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=CMPS_CM, domain=CMPSZ"
field_alias,delivery.status,LIKP.CMPS_TE,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=CMPS_TE; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Status of Technical Error SAP Credit Management; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=CMPS_TE, domain=CMPSZ"
field_alias,delivery.status,LIKP.FKIVK,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=FKIVK; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Intercompany Billing Status (All Items); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=FKIVK, domain=STATV"
field_alias,delivery.status,LIKP.FKSTK,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=FKSTK; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Delivery-Related Billing Status (All Items); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=FKSTK, domain=STATV"
field_alias,delivery.status,LIKP.LVSTK,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=LVSTK; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Status of Warehouse Management Activities (All Items); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=LVSTK, domain=STATV"
field_alias,delivery.status,LIKP.PDSTK,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=PDSTK; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=POD Status on Header Level; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=PDSTK, domain=STATV"
field_alias,delivery.status,LIKP.UVALL,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=UVALL; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Incompletion Status (Header); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UVALL_UK, domain=STATV"
field_alias,delivery.status,LIKP.UVALS,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=UVALS; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Incompletion Status (All Items); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UVALL_SU, domain=STATV"
field_alias,delivery.status,LIKP.UVFAK,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=UVFAK; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Billing Incompletion Status (Header); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UVFAK_UK, domain=STATV"
field_alias,delivery.status,LIKP.UVFAS,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=UVFAS; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Billing Incompletion Status (All Items); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UVFAK_SU, domain=STATV"
field_alias,delivery.status,LIKP.UVVLK,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=UVVLK; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Delivery Incompletion Status (Header); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UVVLK_UK, domain=STATV"
field_alias,delivery.status,LIKP.UVVLS,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=UVVLS; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Delivery Incompletion Status (All Items); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UVVLS_SU, domain=STATV"
field_alias,delivery.status,LIKP.UVWAK,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=UVWAK; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Goods Movement Incompletion Status (Header); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UVWAK_UK, domain=STATV"
field_alias,delivery.status,LIKP.UVWAS,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=UVWAS; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Goods Movement Incompletion Status (All Items); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UVWAK_SU, domain=STATV"
field_alias,uom.code,LIKP.VESTK,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=VESTK; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Handling Unit Placed in Stock; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=VESTK, domain=VESTK"
field_alias,delivery.status,LIKP.VLSTK,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=VLSTK; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Distribution Status (Decentralized Warehouse Processing); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=VLSTK, domain=VLSTK"
field_alias,delivery.status,LIKP.WBSTK,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=WBSTK; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Goods Movement Status (All Items); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=WBSTK, domain=STATV"
field_alias,delivery.status,LIKP.UVK04,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=UVK04; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Custmer reserves 4: Header status; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=UVK04, domain=STATV"
field_alias,delivery.status,LIKP.ICO_FKIVK,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=ICO_FKIVK; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Intercompany Billing Status (All Items); note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=ICO_FKIVK, domain=STATV"
field_alias,delivery.status,LIKP./SAPMP/LBASK,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=/SAPMP/LBASK; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=DTUC Status; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=/SAPMP/LBASTAT, domain=STATV"
field_alias,incoterm.location,LIKP.INCO2_L,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=INCO2_L; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Incoterms Location 1; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=INCO2_L, domain=INCO_L"
field_alias,incoterm.location,LIKP.INCO3_L,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=INCO3_L; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Incoterms Location 2; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=INCO3_L, domain=INCO_L"
field_alias,delivery.id,LIKP.OID_MISCDL,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=OID_MISCDL; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Miscellaneous delivery number; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=OID_MISCDL, domain=OID_MISCDL"
field_alias,goods_receipt.quantity,LIKP.CORR_IND,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=CORR_IND; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Quantity Correction After Goods Receipt in Advanced SR; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=LE_TM_CORR_IND, domain=LE_TM_CORR_IND"
field_alias,delivery.id,LIKP./BEV1/RPFAESS,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=/BEV1/RPFAESS; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Number Category 1; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=/BEV1/RPFAESSER, domain=DEC7"
field_alias,delivery.id,LIKP./BEV1/RPKIST,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=/BEV1/RPKIST; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Number Category 2; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=/BEV1/RPKISTEN, domain=DEC7"
field_alias,delivery.id,LIKP./BEV1/RPCONT,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=/BEV1/RPCONT; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Number Category 3; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=/BEV1/RPONTAIN, domain=DEC7"
field_alias,delivery.id,LIKP./BEV1/RPSONST,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=/BEV1/RPSONST; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Number Category 4; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=/BEV1/RPSONST, domain=DEC7"
field_alias,delivery.id,LIKP./BEV1/RPFLGNR,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=/BEV1/RPFLGNR; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Loading Sequence Number in the Tour; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=/DSD/RP_SEQUENCENR, domain=/DSD/RP_SEQUENCENR"
field_alias,fulfillment.due_date,LIKP.IDT_FIRM_LFDAT,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=IDT_FIRM_LFDAT; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Commitment Level of Delivery Date and Time; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.10, module=SD, data_element=IDT_FIRM_LFDAT, domain=TRX_ESTATT"
field_alias,delivery.id,LIKP.IDT_DOCNUM,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=IDT_DOCNUM; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=IDoc number; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=EDI_DOCNUM, domain=EDI_DOCNUM"
field_alias,delivery.id,LIKP.FSH_TRANSACTION,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=FSH_TRANSACTION; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=Transaction Number; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=FSH_TRANSACTION, domain=FSH_TRANSACTION"
field_alias,delivery.actual_delivery_date,LIKP.EXT_ACT_DATE_TOCD,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=EXT_ACT_DATE_TOCD; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=External Actual Transfer of Control Date; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=EXT_ACT_DATE_TOCD, domain=TZNTSTMPS"
field_alias,delivery.planned_delivery_date,LIKP.EXT_PLAN_DATE_TOCD,SD,SAP,"context_patch=true; system=SAP; object=LIKP; field=EXT_PLAN_DATE_TOCD; object_description=SD Delivery — Header Delivery doc header. SD Sales Distribution; field_description=External Planned Transfer of Control Date; note=source=sap_unmapped_auto_enrichment, confidence=medium, top_strength=0.60, margin=0.60, module=SD, data_element=EXT_PLAN_DATE_TOCD, domain=TZNTSTMPS"
