priority_rank,priority_tier,sap_module,sap_table,sap_field,sap_description,classification_bucket,top_canonical_concept_id,top_canonical_matches,top_knowledge_concept_id,top_knowledge_matches,suggested_action
11,P1,SD,VBAK,CMNUP,Date of Next Credit Check of Document,knowledge_only,,,document date,document date:0.55 | issue date:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAK,CONT_DG,Indicator: Document contains dangerous goods,knowledge_only,,,hazardous material,hazardous material:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAK,DELIVERY_DATE_TYPE_RULE,Delivery Date Rule,knowledge_only,,,delivery date,delivery date:0.70,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAK,GUEEN,"Valid-To Date (Outline Agreements, Product Proposals)",knowledge_only,,,address valid to,address valid to:0.55 | leave to:0.55 | period to:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAK,PROLI,Dangerous Goods Management Profile in SD Documents,knowledge_only,,,hazardous material,hazardous material:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAK,VKBUR,Sales Office,knowledge_only,,,sales rep,sales rep:1.00,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAP,/DMBE/EFFECTIVEDATETO,Effective To,knowledge_only,,,address valid to,address valid to:0.90,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAP,AUDAT_ANA,Document Date (Date Received/Sent),knowledge_only,,,document date,document date:0.55 | issue date:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAP,BONUS,Volume rebate group,knowledge_only,,,bonus,bonus:1.00 | loyalty points:1.00,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAP,CMTD_DELIV_DATE,Delivery Date that the Supplier Has Committed To,knowledge_only,,,address valid to,address valid to:0.55 | delivery date:0.55 | leave to:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAP,DELIVERY_DATE_TYPE_RULE,Delivery Date Rule,knowledge_only,,,delivery date,delivery date:0.70,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAP,FIXMG,Delivery Date and Quantity Fixed,knowledge_only,,,delivery date,delivery date:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAP,J_3GDATBI,To Date,knowledge_only,,,address valid to,address valid to:0.55 | leave to:0.55 | period to:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAP,LFMNG,Minimum Delivery Quantity in Delivery Note Processing,knowledge_only,,,delivery instructions,delivery instructions:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAP,NACHL,Customer has not posted goods receipt,knowledge_only,,,goods receipt,goods receipt:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBAP,SLOCTYPE,Type of First Inventory-Managing Location,knowledge_only,,,address type,address type:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBKD,FKDAT,Billing Date,knowledge_only,,,ar invoice date,ar invoice date:1.00 | invoice date:1.00,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBKD,TRATY,Means-of-Transport Type,knowledge_only,,,vehicle type,vehicle type:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBRK,FKDAT,Billing Date,knowledge_only,,,ar invoice date,ar invoice date:1.00 | invoice date:1.00,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBRK,FKDAT_RL,Billing date for the invoice list,knowledge_only,,,ap invoice date,ap invoice date:0.55 | ar invoice date:0.55 | invoice date:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBRP,ABRBG,Start of accounting settlement period,knowledge_only,,,period from,period from:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBRP,BONUS,Volume rebate group,knowledge_only,,,bonus,bonus:1.00 | loyalty points:1.00,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBRP,FKIMG,Actual billed quantity,knowledge_only,,,actual quantity,actual quantity:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBRP,LMENG,Required quantity for mat.management in stockkeeping units,knowledge_only,,,quantity required,quantity required:0.55,promote_new_canonical_concept_or_attach_to_existing
11,P1,SD,VBRP,VKBUR,Sales Office,knowledge_only,,,sales rep,sales rep:1.00,promote_new_canonical_concept_or_attach_to_existing
